protein1 protein2 combined_score
1028307.EAE_00020 1028307.EAE_10955 530
1028307.EAE_00020 1028307.EAE_00025 530
1028307.EAE_00025 1028307.EAE_02910 210
1028307.EAE_00025 1028307.EAE_08055 210
1028307.EAE_00025 1028307.EAE_10960 530
1028307.EAE_00025 1028307.EAE_08305 216
1028307.EAE_00025 1028307.EAE_22915 258
1028307.EAE_00025 1028307.EAE_10950 199
1028307.EAE_00025 1028307.EAE_00020 530
1028307.EAE_00040 1028307.EAE_08130 468
1028307.EAE_00040 1028307.EAE_18185 161
1028307.EAE_00040 1028307.EAE_00465 163
1028307.EAE_00040 1028307.EAE_20315 167
1028307.EAE_00040 1028307.EAE_02935 210
1028307.EAE_00040 1028307.EAE_07985 210
1028307.EAE_00040 1028307.EAE_02975 163
1028307.EAE_00040 1028307.EAE_01950 222
1028307.EAE_00040 1028307.EAE_20245 167
1028307.EAE_00040 1028307.EAE_16565 161
1028307.EAE_00040 1028307.EAE_16895 254
1028307.EAE_00040 1028307.EAE_23380 173
1028307.EAE_00050 1028307.EAE_18230 248
1028307.EAE_00050 1028307.EAE_20890 218
1028307.EAE_00050 1028307.EAE_00055 168
1028307.EAE_00050 1028307.EAE_11050 168
1028307.EAE_00050 1028307.EAE_10910 168
1028307.EAE_00050 1028307.EAE_04480 270
1028307.EAE_00050 1028307.EAE_08230 218
1028307.EAE_00050 1028307.EAE_24215 181
1028307.EAE_00050 1028307.EAE_07340 218
1028307.EAE_00050 1028307.EAE_00845 218
1028307.EAE_00050 1028307.EAE_16555 150
1028307.EAE_00055 1028307.EAE_00050 168
1028307.EAE_00055 1028307.EAE_11055 168
1028307.EAE_00055 1028307.EAE_18235 168
1028307.EAE_00055 1028307.EAE_10915 168
1028307.EAE_00075 1028307.EAE_12220 286
1028307.EAE_00075 1028307.EAE_00085 286
1028307.EAE_00075 1028307.EAE_12210 165
1028307.EAE_00075 1028307.EAE_00095 165
1028307.EAE_00085 1028307.EAE_00075 286
1028307.EAE_00085 1028307.EAE_00090 222
1028307.EAE_00085 1028307.EAE_12215 222
1028307.EAE_00085 1028307.EAE_12230 286
1028307.EAE_00090 1028307.EAE_00085 222
1028307.EAE_00090 1028307.EAE_12220 222
1028307.EAE_00090 1028307.EAE_00095 150
1028307.EAE_00090 1028307.EAE_12210 150
1028307.EAE_00095 1028307.EAE_00075 165
1028307.EAE_00095 1028307.EAE_00090 150
1028307.EAE_00095 1028307.EAE_12230 165
1028307.EAE_00095 1028307.EAE_12215 150
1028307.EAE_00225 1028307.EAE_23440 238
1028307.EAE_00225 1028307.EAE_04315 253
1028307.EAE_00240 1028307.EAE_17980 161
1028307.EAE_00240 1028307.EAE_16680 161
1028307.EAE_00250 1028307.EAE_07600 258
1028307.EAE_00250 1028307.EAE_18060 169
1028307.EAE_00250 1028307.EAE_10685 258
1028307.EAE_00250 1028307.EAE_11795 163
1028307.EAE_00250 1028307.EAE_06480 169
1028307.EAE_00255 1028307.EAE_06010 214
1028307.EAE_00255 1028307.EAE_00260 296
1028307.EAE_00255 1028307.EAE_23775 340
1028307.EAE_00260 1028307.EAE_12440 154
1028307.EAE_00260 1028307.EAE_12150 161
1028307.EAE_00260 1028307.EAE_24215 209
1028307.EAE_00260 1028307.EAE_00255 296
1028307.EAE_00260 1028307.EAE_15525 196
1028307.EAE_00260 1028307.EAE_23780 296
1028307.EAE_00260 1028307.EAE_01975 187
1028307.EAE_00260 1028307.EAE_04480 270
1028307.EAE_00260 1028307.EAE_09995 154
1028307.EAE_00265 1028307.EAE_17965 650
1028307.EAE_00265 1028307.EAE_23860 161
1028307.EAE_00265 1028307.EAE_00580 650
1028307.EAE_00265 1028307.EAE_01625 161
1028307.EAE_00265 1028307.EAE_02855 650
1028307.EAE_00265 1028307.EAE_14670 650
1028307.EAE_00265 1028307.EAE_06945 161
1028307.EAE_00265 1028307.EAE_09680 650
1028307.EAE_00265 1028307.EAE_13995 161
1028307.EAE_00265 1028307.EAE_18025 161
1028307.EAE_00265 1028307.EAE_09695 161
1028307.EAE_00265 1028307.EAE_16415 161
1028307.EAE_00265 1028307.EAE_06530 161
1028307.EAE_00265 1028307.EAE_15495 161
1028307.EAE_00265 1028307.EAE_01630 650
1028307.EAE_00265 1028307.EAE_06705 161
1028307.EAE_00265 1028307.EAE_06535 650
1028307.EAE_00265 1028307.EAE_23855 650
1028307.EAE_00265 1028307.EAE_21535 650
1028307.EAE_00265 1028307.EAE_18935 650
1028307.EAE_00270 1028307.EAE_03275 427
1028307.EAE_00270 1028307.EAE_12835 427
1028307.EAE_00270 1028307.EAE_15170 427
1028307.EAE_00270 1028307.EAE_12830 427
1028307.EAE_00280 1028307.EAE_16930 298
1028307.EAE_00280 1028307.EAE_03520 163
1028307.EAE_00290 1028307.EAE_19345 169
1028307.EAE_00300 1028307.EAE_02770 219
1028307.EAE_00300 1028307.EAE_14955 181
1028307.EAE_00300 1028307.EAE_16555 193
1028307.EAE_00300 1028307.EAE_21785 440
1028307.EAE_00300 1028307.EAE_00855 193
1028307.EAE_00300 1028307.EAE_24075 270
1028307.EAE_00300 1028307.EAE_04670 197
1028307.EAE_00300 1028307.EAE_19780 190
1028307.EAE_00300 1028307.EAE_20655 190
1028307.EAE_00300 1028307.EAE_04480 591
1028307.EAE_00300 1028307.EAE_14360 199
1028307.EAE_00300 1028307.EAE_19535 181
1028307.EAE_00300 1028307.EAE_01975 539
1028307.EAE_00300 1028307.EAE_14910 193
