protein1 protein2 combined_score
216816.GS08_00005 216816.GS08_10565 327
216816.GS08_00005 216816.GS08_06395 343
216816.GS08_00005 216816.GS08_06515 220
216816.GS08_00005 216816.GS08_06095 169
216816.GS08_00005 216816.GS08_09115 198
216816.GS08_00005 216816.GS08_04980 153
216816.GS08_00005 216816.GS08_08140 212
216816.GS08_00005 216816.GS08_01205 672
216816.GS08_00005 216816.GS08_09585 153
216816.GS08_00005 216816.GS08_04820 220
216816.GS08_00005 216816.GS08_03680 191
216816.GS08_00005 216816.GS08_06500 220
216816.GS08_00005 216816.GS08_00830 153
216816.GS08_00005 216816.GS08_00125 179
216816.GS08_00005 216816.GS08_10590 576
216816.GS08_00005 216816.GS08_09735 220
216816.GS08_00005 216816.GS08_07480 191
216816.GS08_00005 216816.GS08_09455 577
216816.GS08_00005 216816.GS08_06445 258
216816.GS08_00005 216816.GS08_10165 220
216816.GS08_00005 216816.GS08_00660 467
216816.GS08_00005 216816.GS08_03115 153
216816.GS08_00005 216816.GS08_10585 471
216816.GS08_00005 216816.GS08_02940 156
216816.GS08_00005 216816.GS08_09080 637
216816.GS08_00005 216816.GS08_00665 231
216816.GS08_00005 216816.GS08_00030 169
216816.GS08_00005 216816.GS08_08515 159
216816.GS08_00005 216816.GS08_04805 220
216816.GS08_00005 216816.GS08_00025 359
216816.GS08_00005 216816.GS08_00010 687
216816.GS08_00005 216816.GS08_06070 169
216816.GS08_00005 216816.GS08_07740 159
216816.GS08_00005 216816.GS08_10560 577
216816.GS08_00010 216816.GS08_09265 880
216816.GS08_00010 216816.GS08_07060 154
216816.GS08_00010 216816.GS08_01475 204
216816.GS08_00010 216816.GS08_05340 156
216816.GS08_00010 216816.GS08_02555 282
216816.GS08_00010 216816.GS08_02435 215
216816.GS08_00010 216816.GS08_08185 240
216816.GS08_00010 216816.GS08_06645 154
216816.GS08_00010 216816.GS08_08925 154
216816.GS08_00010 216816.GS08_07485 202
216816.GS08_00010 216816.GS08_06830 201
216816.GS08_00010 216816.GS08_05360 205
216816.GS08_00010 216816.GS08_00025 186
216816.GS08_00010 216816.GS08_09915 154
216816.GS08_00010 216816.GS08_02085 218
216816.GS08_00010 216816.GS08_02175 154
216816.GS08_00010 216816.GS08_01675 154
216816.GS08_00010 216816.GS08_05305 153
216816.GS08_00010 216816.GS08_08340 154
216816.GS08_00010 216816.GS08_00005 687
216816.GS08_00010 216816.GS08_06870 154
216816.GS08_00010 216816.GS08_02795 713
216816.GS08_00010 216816.GS08_03760 999
216816.GS08_00010 216816.GS08_00975 230
216816.GS08_00010 216816.GS08_06040 422
216816.GS08_00010 216816.GS08_02560 282
216816.GS08_00010 216816.GS08_02450 669
216816.GS08_00010 216816.GS08_00170 154
216816.GS08_00010 216816.GS08_00830 990
216816.GS08_00010 216816.GS08_04735 154
216816.GS08_00010 216816.GS08_02090 154
216816.GS08_00010 216816.GS08_09175 828
216816.GS08_00010 216816.GS08_00590 154
216816.GS08_00010 216816.GS08_09100 158
216816.GS08_00010 216816.GS08_02825 549
216816.GS08_00010 216816.GS08_08125 780
216816.GS08_00010 216816.GS08_09535 154
216816.GS08_00010 216816.GS08_07885 154
216816.GS08_00010 216816.GS08_00635 154
216816.GS08_00010 216816.GS08_01575 175
216816.GS08_00010 216816.GS08_04870 780
216816.GS08_00010 216816.GS08_03485 159
216816.GS08_00010 216816.GS08_02625 973
216816.GS08_00010 216816.GS08_01005 230
216816.GS08_00010 216816.GS08_05320 187
216816.GS08_00010 216816.GS08_06960 999
216816.GS08_00010 216816.GS08_05885 996
216816.GS08_00010 216816.GS08_00765 993
216816.GS08_00010 216816.GS08_00705 154
216816.GS08_00010 216816.GS08_07380 388
216816.GS08_00010 216816.GS08_04435 282
216816.GS08_00010 216816.GS08_07150 282
216816.GS08_00010 216816.GS08_04685 154
216816.GS08_00010 216816.GS08_04715 154
216816.GS08_00010 216816.GS08_02980 821
216816.GS08_00010 216816.GS08_06170 869
