protein1 protein2 combined_score
471856.Jden_0001 471856.Jden_2551 615
471856.Jden_0001 471856.Jden_0002 762
471856.Jden_0001 471856.Jden_0005 426
471856.Jden_0001 471856.Jden_1299 299
471856.Jden_0001 471856.Jden_1802 286
471856.Jden_0001 471856.Jden_2155 318
471856.Jden_0001 471856.Jden_0662 171
471856.Jden_0001 471856.Jden_0575 615
471856.Jden_0001 471856.Jden_0349 459
471856.Jden_0001 471856.Jden_0590 672
471856.Jden_0001 471856.Jden_2519 705
471856.Jden_0001 471856.Jden_1267 399
471856.Jden_0001 471856.Jden_1965 169
471856.Jden_0001 471856.Jden_2507 175
471856.Jden_0001 471856.Jden_2558 607
471856.Jden_0001 471856.Jden_0803 290
471856.Jden_0001 471856.Jden_1425 284
471856.Jden_0001 471856.Jden_2295 318
471856.Jden_0001 471856.Jden_1827 286
471856.Jden_0001 471856.Jden_2557 476
471856.Jden_0001 471856.Jden_0350 296
471856.Jden_0001 471856.Jden_0902 183
471856.Jden_0001 471856.Jden_1417 284
471856.Jden_0001 471856.Jden_2552 397
471856.Jden_0001 471856.Jden_1798 256
471856.Jden_0001 471856.Jden_0006 284
471856.Jden_0002 471856.Jden_1687 213
471856.Jden_0002 471856.Jden_0712 349
471856.Jden_0002 471856.Jden_1752 225
471856.Jden_0002 471856.Jden_2073 165
471856.Jden_0002 471856.Jden_1878 165
471856.Jden_0002 471856.Jden_0276 165
471856.Jden_0002 471856.Jden_0507 169
471856.Jden_0002 471856.Jden_2218 245
471856.Jden_0002 471856.Jden_1091 245
471856.Jden_0002 471856.Jden_2047 167
471856.Jden_0002 471856.Jden_1528 165
471856.Jden_0002 471856.Jden_0128 165
471856.Jden_0002 471856.Jden_0670 349
471856.Jden_0002 471856.Jden_1052 878
471856.Jden_0002 471856.Jden_0240 224
471856.Jden_0002 471856.Jden_0640 477
471856.Jden_0002 471856.Jden_0490 286
471856.Jden_0002 471856.Jden_0711 349
471856.Jden_0002 471856.Jden_0581 541
471856.Jden_0002 471856.Jden_0508 165
471856.Jden_0002 471856.Jden_0555 167
471856.Jden_0002 471856.Jden_1186 859
471856.Jden_0002 471856.Jden_0484 169
471856.Jden_0002 471856.Jden_0376 165
471856.Jden_0002 471856.Jden_1226 999
471856.Jden_0002 471856.Jden_1755 165
471856.Jden_0002 471856.Jden_2445 213
471856.Jden_0002 471856.Jden_1624 477
471856.Jden_0002 471856.Jden_1086 683
471856.Jden_0002 471856.Jden_1974 642
471856.Jden_0002 471856.Jden_0087 304
471856.Jden_0002 471856.Jden_1560 947
471856.Jden_0002 471856.Jden_1063 860
471856.Jden_0002 471856.Jden_1522 574
471856.Jden_0002 471856.Jden_0564 165
471856.Jden_0002 471856.Jden_1090 165
471856.Jden_0002 471856.Jden_0999 290
471856.Jden_0002 471856.Jden_0290 179
471856.Jden_0002 471856.Jden_0129 213
471856.Jden_0002 471856.Jden_0495 165
471856.Jden_0002 471856.Jden_1311 151
471856.Jden_0002 471856.Jden_0586 175
471856.Jden_0002 471856.Jden_1041 889
471856.Jden_0002 471856.Jden_0005 185
471856.Jden_0002 471856.Jden_0011 290
471856.Jden_0002 471856.Jden_1179 157
471856.Jden_0002 471856.Jden_0362 165
471856.Jden_0002 471856.Jden_0414 543
471856.Jden_0002 471856.Jden_0175 167
471856.Jden_0002 471856.Jden_0455 167
471856.Jden_0002 471856.Jden_0307 165
471856.Jden_0002 471856.Jden_1035 192
471856.Jden_0002 471856.Jden_0457 167
471856.Jden_0002 471856.Jden_0100 165
471856.Jden_0002 471856.Jden_0694 177
471856.Jden_0002 471856.Jden_0301 167
471856.Jden_0002 471856.Jden_1766 165
471856.Jden_0002 471856.Jden_1356 258
471856.Jden_0002 471856.Jden_0715 349
471856.Jden_0002 471856.Jden_0164 382
471856.Jden_0002 471856.Jden_1306 192
471856.Jden_0002 471856.Jden_0736 165
471856.Jden_0002 471856.Jden_1634 290
471856.Jden_0002 471856.Jden_1302 167
471856.Jden_0002 471856.Jden_0852 163
471856.Jden_0002 471856.Jden_0554 167
471856.Jden_0002 471856.Jden_2404 165
471856.Jden_0002 471856.Jden_2428 697
471856.Jden_0002 471856.Jden_0176 167
471856.Jden_0002 471856.Jden_0991 270
471856.Jden_0002 471856.Jden_1376 192
471856.Jden_0002 471856.Jden_1716 431
471856.Jden_0002 471856.Jden_2456 642
471856.Jden_0002 471856.Jden_0698 697
471856.Jden_0002 471856.Jden_0001 762
471856.Jden_0002 471856.Jden_1425 185
471856.Jden_0002 471856.Jden_2415 165
471856.Jden_0002 471856.Jden_2480 165
471856.Jden_0002 471856.Jden_0312 349
471856.Jden_0002 471856.Jden_1187 683
471856.Jden_0002 471856.Jden_1771 252
471856.Jden_0002 471856.Jden_2193 539
471856.Jden_0003 471856.Jden_1041 615
471856.Jden_0003 471856.Jden_1539 700
471856.Jden_0003 471856.Jden_0415 648
471856.Jden_0003 471856.Jden_1042 615
471856.Jden_0003 471856.Jden_0004 211
471856.Jden_0004 471856.Jden_0003 211
471856.Jden_0004 471856.Jden_0005 200
471856.Jden_0004 471856.Jden_1425 200
471856.Jden_0005 471856.Jden_1021 252
471856.Jden_0005 471856.Jden_1748 179
471856.Jden_0005 471856.Jden_1091 452
471856.Jden_0005 471856.Jden_0240 321
471856.Jden_0005 471856.Jden_0004 200
471856.Jden_0005 471856.Jden_0867 161
471856.Jden_0005 471856.Jden_0977 179
471856.Jden_0005 471856.Jden_2491 175
471856.Jden_0005 471856.Jden_0349 248
471856.Jden_0005 471856.Jden_1119 153
471856.Jden_0005 471856.Jden_1041 309
471856.Jden_0005 471856.Jden_0315 175
471856.Jden_0005 471856.Jden_0507 156
471856.Jden_0005 471856.Jden_0450 153
471856.Jden_0005 471856.Jden_2218 344
471856.Jden_0005 471856.Jden_0002 185
471856.Jden_0005 471856.Jden_1733 179
471856.Jden_0005 471856.Jden_1417 575
471856.Jden_0005 471856.Jden_0006 575
471856.Jden_0005 471856.Jden_0217 151
471856.Jden_0005 471856.Jden_0001 426
471856.Jden_0005 471856.Jden_2386 187
471856.Jden_0005 471856.Jden_0972 158
471856.Jden_0005 471856.Jden_0485 169
471856.Jden_0005 471856.Jden_1242 204
471856.Jden_0005 471856.Jden_1427 152
471856.Jden_0005 471856.Jden_0079 175
471856.Jden_0005 471856.Jden_2197 648
471856.Jden_0005 471856.Jden_1034 175
471856.Jden_0005 471856.Jden_0164 175
471856.Jden_0005 471856.Jden_0082 151
471856.Jden_0005 471856.Jden_0748 167
471856.Jden_0006 471856.Jden_0564 158
471856.Jden_0006 471856.Jden_1315 175
471856.Jden_0006 471856.Jden_1090 158
471856.Jden_0006 471856.Jden_1651 205
471856.Jden_0006 471856.Jden_0983 173
471856.Jden_0006 471856.Jden_1851 153
471856.Jden_0006 471856.Jden_0376 158
471856.Jden_0006 471856.Jden_1755 158
471856.Jden_0006 471856.Jden_1034 255
471856.Jden_0006 471856.Jden_0831 169
471856.Jden_0006 471856.Jden_0572 169
471856.Jden_0006 471856.Jden_0128 158
471856.Jden_0006 471856.Jden_1528 158
471856.Jden_0006 471856.Jden_0316 153
471856.Jden_0006 471856.Jden_0508 158
471856.Jden_0006 471856.Jden_2073 158
471856.Jden_0006 471856.Jden_0591 203
471856.Jden_0006 471856.Jden_0276 158
471856.Jden_0006 471856.Jden_2065 153
471856.Jden_0006 471856.Jden_1878 158
471856.Jden_0006 471856.Jden_0315 201
471856.Jden_0006 471856.Jden_1580 169
471856.Jden_0006 471856.Jden_0071 179
471856.Jden_0006 471856.Jden_2404 158
471856.Jden_0006 471856.Jden_0001 284
471856.Jden_0006 471856.Jden_2415 158
471856.Jden_0006 471856.Jden_2480 158
471856.Jden_0006 471856.Jden_1425 502
471856.Jden_0006 471856.Jden_1766 158
471856.Jden_0006 471856.Jden_2553 205
471856.Jden_0006 471856.Jden_0610 179
471856.Jden_0006 471856.Jden_0736 158
471856.Jden_0006 471856.Jden_1943 237
471856.Jden_0006 471856.Jden_2020 153
471856.Jden_0006 471856.Jden_0362 158
471856.Jden_0006 471856.Jden_0307 158
471856.Jden_0006 471856.Jden_0100 158
471856.Jden_0006 471856.Jden_2026 151
471856.Jden_0006 471856.Jden_0495 158
471856.Jden_0006 471856.Jden_0851 177
471856.Jden_0006 471856.Jden_0349 254
471856.Jden_0006 471856.Jden_2491 255
471856.Jden_0006 471856.Jden_0005 575
471856.Jden_0006 471856.Jden_1240 169
471856.Jden_0006 471856.Jden_1041 390
471856.Jden_0006 471856.Jden_1733 173
471856.Jden_0008 471856.Jden_1134 201
471856.Jden_0008 471856.Jden_0733 381
471856.Jden_0008 471856.Jden_2321 258
471856.Jden_0008 471856.Jden_2491 308
471856.Jden_0008 471856.Jden_1076 222
471856.Jden_0008 471856.Jden_0012 256
471856.Jden_0008 471856.Jden_2122 154
471856.Jden_0008 471856.Jden_1807 261
471856.Jden_0008 471856.Jden_0260 293
471856.Jden_0008 471856.Jden_2228 243
471856.Jden_0008 471856.Jden_2060 261
471856.Jden_0008 471856.Jden_1810 154
471856.Jden_0008 471856.Jden_2054 157
471856.Jden_0008 471856.Jden_0538 201
471856.Jden_0008 471856.Jden_0031 293
471856.Jden_0008 471856.Jden_0329 201
471856.Jden_0008 471856.Jden_0730 243
471856.Jden_0008 471856.Jden_1902 171
471856.Jden_0008 471856.Jden_1432 278
471856.Jden_0008 471856.Jden_1648 256
471856.Jden_0008 471856.Jden_1839 258
471856.Jden_0008 471856.Jden_0812 177
471856.Jden_0008 471856.Jden_0732 381
471856.Jden_0008 471856.Jden_1034 308
471856.Jden_0008 471856.Jden_0170 278
471856.Jden_0008 471856.Jden_0459 258
471856.Jden_0008 471856.Jden_1097 154
471856.Jden_0008 471856.Jden_0838 293
471856.Jden_0008 471856.Jden_0734 317
471856.Jden_0008 471856.Jden_1612 432
471856.Jden_0008 471856.Jden_0215 265
471856.Jden_0008 471856.Jden_1611 173
471856.Jden_0008 471856.Jden_0735 201
471856.Jden_0008 471856.Jden_2229 243
471856.Jden_0008 471856.Jden_0811 154
471856.Jden_0008 471856.Jden_1025 265
471856.Jden_0008 471856.Jden_2536 293
471856.Jden_0008 471856.Jden_0296 154
471856.Jden_0011 471856.Jden_0738 165
471856.Jden_0011 471856.Jden_0712 188
471856.Jden_0011 471856.Jden_2146 174
471856.Jden_0011 471856.Jden_0415 175
471856.Jden_0011 471856.Jden_1986 165
