protein1 protein2 combined_score
1121289.JHVL01000001_gene1826 1121289.JHVL01000001_gene1999 277
1121289.JHVL01000001_gene1826 1121289.JHVL01000074_gene1060 711
1121289.JHVL01000001_gene1826 1121289.JHVL01000002_gene2350 319
1121289.JHVL01000001_gene1826 1121289.JHVL01000051_gene3182 370
1121289.JHVL01000001_gene1826 1121289.JHVL01000008_gene1266 453
1121289.JHVL01000001_gene1826 1121289.JHVL01000008_gene1303 711
1121289.JHVL01000001_gene1826 1121289.JHVL01000010_gene1310 181
1121289.JHVL01000001_gene1826 1121289.JHVL01000022_gene1133 483
1121289.JHVL01000001_gene1826 1121289.JHVL01000002_gene2356 321
1121289.JHVL01000001_gene1826 1121289.JHVL01000003_gene2258 343
1121289.JHVL01000001_gene1826 1121289.JHVL01000032_gene2492 911
1121289.JHVL01000001_gene1826 1121289.JHVL01000009_gene1451 277
1121289.JHVL01000001_gene1826 1121289.JHVL01000033_gene2674 181
1121289.JHVL01000001_gene1826 1121289.JHVL01000029_gene457 321
1121289.JHVL01000001_gene1826 1121289.JHVL01000008_gene1302 911
1121289.JHVL01000001_gene1826 1121289.JHVL01000009_gene1470 277
1121289.JHVL01000001_gene1826 1121289.JHVL01000008_gene1238 277
1121289.JHVL01000001_gene1826 1121289.JHVL01000024_gene97 256
1121289.JHVL01000001_gene1826 1121289.JHVL01000045_gene1116 563
1121289.JHVL01000001_gene1826 1121289.JHVL01000071_gene40 313
1121289.JHVL01000001_gene1826 1121289.JHVL01000002_gene2355 323
1121289.JHVL01000001_gene1826 1121289.JHVL01000008_gene1239 277
1121289.JHVL01000001_gene1826 1121289.JHVL01000001_gene1998 277
1121289.JHVL01000001_gene1826 1121289.JHVL01000039_gene3139 563
1121289.JHVL01000001_gene1826 1121289.JHVL01000003_gene2260 158
1121289.JHVL01000001_gene1826 1121289.JHVL01000045_gene1120 277
1121289.JHVL01000001_gene1826 1121289.JHVL01000016_gene718 911
1121289.JHVL01000001_gene1826 1121289.JHVL01000023_gene92 301
1121289.JHVL01000001_gene1826 1121289.JHVL01000045_gene1121 277
1121289.JHVL01000001_gene1826 1121289.JHVL01000031_gene370 321
1121289.JHVL01000001_gene1826 1121289.JHVL01000045_gene1119 483
1121289.JHVL01000001_gene1826 1121289.JHVL01000021_gene801 181
1121289.JHVL01000001_gene1826 1121289.JHVL01000009_gene1449 647
1121289.JHVL01000001_gene1826 1121289.JHVL01000003_gene2259 453
1121289.JHVL01000001_gene1826 1121289.JHVL01000005_gene952 213
1121289.JHVL01000001_gene1826 1121289.JHVL01000042_gene3101 181
1121289.JHVL01000001_gene1826 1121289.JHVL01000006_gene2854 580
1121289.JHVL01000001_gene1826 1121289.JHVL01000040_gene3153 562
1121289.JHVL01000001_gene1826 1121289.JHVL01000031_gene357 296
1121289.JHVL01000001_gene1826 1121289.JHVL01000009_gene1461 296
1121289.JHVL01000001_gene1826 1121289.JHVL01000003_gene2284 190
1121289.JHVL01000001_gene1826 1121289.JHVL01000022_gene1140 296
1121289.JHVL01000001_gene1826 1121289.JHVL01000009_gene1450 277
1121289.JHVL01000001_gene1826 1121289.JHVL01000038_gene2993 296
1121289.JHVL01000001_gene1826 1121289.JHVL01000009_gene1471 277
1121289.JHVL01000001_gene1826 1121289.JHVL01000010_gene1359 313
1121289.JHVL01000001_gene1826 1121289.JHVL01000023_gene62 345
1121289.JHVL01000001_gene1826 1121289.JHVL01000009_gene1469 483
1121289.JHVL01000001_gene1826 1121289.JHVL01000040_gene3170 181
1121289.JHVL01000001_gene1826 1121289.JHVL01000001_gene1934 453
1121289.JHVL01000001_gene1826 1121289.JHVL01000015_gene2704 296
1121289.JHVL01000001_gene1826 1121289.JHVL01000001_gene1847 455
1121289.JHVL01000001_gene1826 1121289.JHVL01000003_gene2257 405
1121289.JHVL01000001_gene1826 1121289.JHVL01000032_gene2490 483
1121289.JHVL01000001_gene1826 1121289.JHVL01000045_gene1115 911
1121289.JHVL01000001_gene1829 1121289.JHVL01000013_gene1662 299
1121289.JHVL01000001_gene1829 1121289.JHVL01000060_gene2533 206
1121289.JHVL01000001_gene1829 1121289.JHVL01000031_gene369 196
1121289.JHVL01000001_gene1829 1121289.JHVL01000002_gene2419 282
1121289.JHVL01000001_gene1829 1121289.JHVL01000075_gene1053 299
1121289.JHVL01000001_gene1829 1121289.JHVL01000048_gene897 177
1121289.JHVL01000001_gene1829 1121289.JHVL01000007_gene2806 265
1121289.JHVL01000001_gene1829 1121289.JHVL01000002_gene2420 299
